id,name,id_num
T4_2H_DUALMACE_AVALON@1,Adept's Oathkeepers,8895
T4_2H_DUALMACE_AVALON@2,Adept's Oathkeepers,8896
T4_2H_DUALMACE_AVALON@3,Adept's Oathkeepers,8897
T4_2H_DUALMACE_AVALON@4,Adept's Oathkeepers,8898
T4_2H_DUALSCIMITAR_UNDEAD,Adept's Galatine Pair,8291
T4_2H_DUALSCIMITAR_UNDEAD@1,Adept's Galatine Pair,8292
T4_2H_DUALSCIMITAR_UNDEAD@2,Adept's Galatine Pair,8293
T4_2H_DUALSCIMITAR_UNDEAD@3,Adept's Galatine Pair,8294
T4_2H_DUALSCIMITAR_UNDEAD@4,Adept's Galatine Pair,8295
T4_2H_DUALSICKLE_UNDEAD,Adept's Deathgivers,7686
T4_2H_DUALSICKLE_UNDEAD@1,Adept's Deathgivers,7687
T4_2H_DUALSICKLE_UNDEAD@2,Adept's Deathgivers,7688
T4_2H_DUALSICKLE_UNDEAD@3,Adept's Deathgivers,7689
T4_2H_DUALSICKLE_UNDEAD@4,Adept's Deathgivers,7690
T4_2H_DUALSWORD,Adept's Dual Swords,8216
T4_2H_DUALSWORD@1,Adept's Dual Swords,8217
T4_2H_DUALSWORD@2,Adept's Dual Swords,8218
T4_2H_DUALSWORD@3,Adept's Dual Swords,8219
T4_2H_DUALSWORD@4,Adept's Dual Swords,8220
T4_2H_ENIGMATICORB_MORGANA,Adept's Malevolent Locus,7088
T4_2H_ENIGMATICORB_MORGANA@1,Adept's Malevolent Locus,7089
T4_2H_ENIGMATICORB_MORGANA@2,Adept's Malevolent Locus,7090
T4_2H_ENIGMATICORB_MORGANA@3,Adept's Malevolent Locus,7091
T4_2H_ENIGMATICORB_MORGANA@4,Adept's Malevolent Locus,7092
T4_2H_ENIGMATICSTAFF,Adept's Enigmatic Staff,7013
T4_2H_ENIGMATICSTAFF@1,Adept's Enigmatic Staff,7014
T4_2H_ENIGMATICSTAFF@2,Adept's Enigmatic Staff,7015
T4_2H_ENIGMATICSTAFF@3,Adept's Enigmatic Staff,7016
T4_2H_ENIGMATICSTAFF@4,Adept's Enigmatic Staff,7017
T4_2H_FIRESTAFF,Adept's Great Fire Staff,6611
T4_2H_FIRESTAFF@1,Adept's Great Fire Staff,6612
T4_2H_FIRESTAFF@2,Adept's Great Fire Staff,6613
T4_2H_FIRESTAFF@3,Adept's Great Fire Staff,6614
T4_2H_FIRESTAFF@4,Adept's Great Fire Staff,6615
T4_2H_FIRESTAFF_HELL,Adept's Brimstone Staff,6686
T4_2H_FIRESTAFF_HELL@1,Adept's Brimstone Staff,6687
T4_2H_FIRESTAFF_HELL@2,Adept's Brimstone Staff,6688
T4_2H_FIRESTAFF_HELL@3,Adept's Brimstone Staff,6689
T4_2H_FIRESTAFF_HELL@4,Adept's Brimstone Staff,6690
T4_2H_FIRE_RINGPAIR_AVALON,Adept's Dawnsong,6736
T4_2H_FIRE_RINGPAIR_AVALON@1,Adept's Dawnsong,6737
T4_2H_FIRE_RINGPAIR_AVALON@2,Adept's Dawnsong,6738
T4_2H_FIRE_RINGPAIR_AVALON@3,Adept's Dawnsong,6739
T4_2H_FIRE_RINGPAIR_AVALON@4,Adept's Dawnsong,6740
T4_2H_FLAIL,Adept's Morning Star,8794
T4_2H_FLAIL@1,Adept's Morning Star,8795
T4_2H_FLAIL@2,Adept's Morning Star,8796
T4_2H_FLAIL@3,Adept's Morning Star,8797
T4_2H_FLAIL@4,Adept's Morning Star,8798
T4_2H_FROSTSTAFF,Adept's Great Frost Staff,6787
T4_2H_FROSTSTAFF@1,Adept's Great Frost Staff,6788
T4_2H_FROSTSTAFF@2,Adept's Great Frost Staff,6789
T4_2H_FROSTSTAFF@3,Adept's Great Frost Staff,6790
T4_2H_FROSTSTAFF@4,Adept's Great Frost Staff,6791
T4_2H_FROSTSTAFF_CRYSTAL,Adept's Arctic Staff,6937
T4_2H_FROSTSTAFF_CRYSTAL@1,Adept's Arctic Staff,6938
T4_2H_FROSTSTAFF_CRYSTAL@2,Adept's Arctic Staff,6939
T4_2H_FROSTSTAFF_CRYSTAL@3,Adept's Arctic Staff,6940
T4_2H_FROSTSTAFF_CRYSTAL@4,Adept's Arctic Staff,6941
T4_2H_GLACIALSTAFF,Adept's Glacial Staff,6812
T4_2H_GLACIALSTAFF@1,Adept's Glacial Staff,6813
T4_2H_GLACIALSTAFF@2,Adept's Glacial Staff,6814
T4_2H_GLACIALSTAFF@3,Adept's Glacial Staff,6815
T4_2H_GLACIALSTAFF@4,Adept's Glacial Staff,6816
T4_2H_GLAIVE,Adept's Glaive,7812
T4_2H_GLAIVE@1,Adept's Glaive,7813
T4_2H_GLAIVE@2,Adept's Glaive,7814
T4_2H_GLAIVE@3,Adept's Glaive,7815
T4_2H_GLAIVE@4,Adept's Glaive,7816
T4_2H_GLAIVE_CRYSTAL,Adept's Rift Glaive,7937
T4_2H_GLAIVE_CRYSTAL@1,Adept's Rift Glaive,7938
T4_2H_GLAIVE_CRYSTAL@2,Adept's Rift Glaive,7939
T4_2H_GLAIVE_CRYSTAL@3,Adept's Rift Glaive,7940
T4_2H_GLAIVE_CRYSTAL@4,Adept's Rift Glaive,7941
T4_2H_HALBERD,Adept's Halberd,8013
T4_2H_HALBERD@1,Adept's Halberd,8014
T4_2H_HALBERD@2,Adept's Halberd,8015
T4_2H_HALBERD@3,Adept's Halberd,8016
T4_2H_HALBERD@4,Adept's Halberd,8017
T4_2H_HALBERD_MORGANA,Adept's Carrioncaller,8038
T4_2H_HALBERD_MORGANA@1,Adept's Carrioncaller,8039
T4_2H_HALBERD_MORGANA@2,Adept's Carrioncaller,8040
T4_2H_HALBERD_MORGANA@3,Adept's Carrioncaller,8041
T4_2H_HALBERD_MORGANA@4,Adept's Carrioncaller,8042
T4_2H_HAMMER,Adept's Great Hammer,8618
T4_2H_HAMMER@1,Adept's Great Hammer,8619
T4_2H_HAMMER@2,Adept's Great Hammer,8620
T4_2H_HAMMER@3,Adept's Great Hammer,8621
T4_2H_HAMMER@4,Adept's Great Hammer,8622
T4_2H_HAMMER_AVALON,Adept's Hand of Justice,8718
T4_2H_HAMMER_AVALON@1,Adept's Hand of Justice,8719
T4_2H_HAMMER_AVALON@2,Adept's Hand of Justice,8720
T4_2H_HAMMER_AVALON@3,Adept's Hand of Justice,8721
T4_2H_HAMMER_AVALON@4,Adept's Hand of Justice,8722
T4_2H_HAMMER_UNDEAD,Adept's Tombhammer,8643
T4_2H_HAMMER_UNDEAD@1,Adept's Tombhammer,8644
T4_2H_HAMMER_UNDEAD@2,Adept's Tombhammer,8645
T4_2H_HAMMER_UNDEAD@3,Adept's Tombhammer,8646
T4_2H_HAMMER_UNDEAD@4,Adept's Tombhammer,8647
T4_2H_HARPOON_HELL,Adept's Spirithunter,7862
T4_2H_HARPOON_HELL@1,Adept's Spirithunter,7863
T4_2H_HARPOON_HELL@2,Adept's Spirithunter,7864
T4_2H_HARPOON_HELL@3,Adept's Spirithunter,7865
T4_2H_HARPOON_HELL@4,Adept's Spirithunter,7866
T4_2H_HOLYSTAFF,Adept's Great Holy Staff,7189
T4_2H_HOLYSTAFF@1,Adept's Great Holy Staff,7190
T4_2H_HOLYSTAFF@2,Adept's Great Holy Staff,7191
T4_2H_HOLYSTAFF@3,Adept's Great Holy Staff,7192
T4_2H_HOLYSTAFF@4,Adept's Great Holy Staff,7193
T4_2H_HOLYSTAFF_CRYSTAL,Adept's Exalted Staff,7339
T4_2H_HOLYSTAFF_CRYSTAL@1,Adept's Exalted Staff,7340
T4_2H_HOLYSTAFF_CRYSTAL@2,Adept's Exalted Staff,7341
T4_2H_HOLYSTAFF_CRYSTAL@3,Adept's Exalted Staff,7342
T4_2H_HOLYSTAFF_CRYSTAL@4,Adept's Exalted Staff,7343
T4_2H_HOLYSTAFF_HELL,Adept's Fallen Staff,7264
T4_2H_HOLYSTAFF_HELL@1,Adept's Fallen Staff,7265
T4_2H_HOLYSTAFF_HELL@2,Adept's Fallen Staff,7266
T4_2H_HOLYSTAFF_HELL@3,Adept's Fallen Staff,7267
T4_2H_HOLYSTAFF_HELL@4,Adept's Fallen Staff,7268
T4_2H_HOLYSTAFF_UNDEAD,Adept's Redemption Staff,7289
T4_2H_HOLYSTAFF_UNDEAD@1,Adept's Redemption Staff,7290
T4_2H_HOLYSTAFF_UNDEAD@2,Adept's Redemption Staff,7291
T4_2H_HOLYSTAFF_UNDEAD@3,Adept's Redemption Staff,7292
T4_2H_HOLYSTAFF_UNDEAD@4,Adept's Redemption Staff,7293
T4_2H_ICECRYSTAL_UNDEAD,Adept's Permafrost Prism,6887
T4_2H_ICECRYSTAL_UNDEAD@1,Adept's Permafrost Prism,6888
T4_2H_ICECRYSTAL_UNDEAD@2,Adept's Permafrost Prism,6889
T4_2H_ICECRYSTAL_UNDEAD@3,Adept's Permafrost Prism,6890
T4_2H_ICECRYSTAL_UNDEAD@4,Adept's Permafrost Prism,6891
T4_2H_ICEGAUNTLETS_HELL,Adept's Icicle Staff,6862
T4_2H_ICEGAUNTLETS_HELL@1,Adept's Icicle Staff,6863
T4_2H_ICEGAUNTLETS_HELL@2,Adept's Icicle Staff,6864
T4_2H_ICEGAUNTLETS_HELL@3,Adept's Icicle Staff,6865
T4_2H_ICEGAUNTLETS_HELL@4,Adept's Icicle Staff,6866
T4_2H_INFERNOSTAFF,Adept's Infernal Staff,6636
T4_2H_INFERNOSTAFF@1,Adept's Infernal Staff,6637
T4_2H_INFERNOSTAFF@2,Adept's Infernal Staff,6638
T4_2H_INFERNOSTAFF@3,Adept's Infernal Staff,6639
T4_2H_INFERNOSTAFF@4,Adept's Infernal Staff,6640
T4_2H_INFERNOSTAFF_MORGANA,Adept's Blazing Staff,6711
T4_2H_INFERNOSTAFF_MORGANA@1,Adept's Blazing Staff,6712
T4_2H_INFERNOSTAFF_MORGANA@2,Adept's Blazing Staff,6713
T4_2H_INFERNOSTAFF_MORGANA@3,Adept's Blazing Staff,6714
T4_2H_INFERNOSTAFF_MORGANA@4,Adept's Blazing Staff,6715
T4_2H_IRONCLADEDSTAFF,Adept's Iron-clad Staff,8392
T4_2H_IRONCLADEDSTAFF@1,Adept's Iron-clad Staff,8393
T4_2H_IRONCLADEDSTAFF@2,Adept's Iron-clad Staff,8394
T4_2H_IRONCLADEDSTAFF@3,Adept's Iron-clad Staff,8395
T4_2H_IRONCLADEDSTAFF@4,Adept's Iron-clad Staff,8396
T4_2H_IRONGAUNTLETS_HELL,Adept's Black Hands,7666
T4_2H_IRONGAUNTLETS_HELL@1,Adept's Black Hands,7667
T4_2H_IRONGAUNTLETS_HELL@2,Adept's Black Hands,7668
T4_2H_IRONGAUNTLETS_HELL@3,Adept's Black Hands,7669
T4_2H_KNUCKLES_AVALON,Adept's Fists of Avalon,9095
T4_2H_KNUCKLES_AVALON@1,Adept's Fists of Avalon,9096
T4_2H_KNUCKLES_AVALON@2,Adept's Fists of Avalon,9097
T4_2H_KNUCKLES_AVALON@3,Adept's Fists of Avalon,9098
T4_2H_KNUCKLES_AVALON@4,Adept's Fists of Avalon,9099
T4_2H_KNUCKLES_HELL,Adept's Hellfire Hands,9045
T4_2H_KNUCKLES_HELL@1,Adept's Hellfire Hands,9046
T4_2H_KNUCKLES_HELL@2,Adept's Hellfire Hands,9047
T4_2H_KNUCKLES_HELL@3,Adept's Hellfire Hands,9048
T4_2H_KNUCKLES_HELL@4,Adept's Hellfire Hands,9049
T4_2H_KNUCKLES_KEEPER,Adept's Ursine Maulers,9020
T4_2H_KNUCKLES_KEEPER@1,Adept's Ursine Maulers,9021
T4_2H_KNUCKLES_KEEPER@2,Adept's Ursine Maulers,9022
T4_2H_KNUCKLES_KEEPER@3,Adept's Ursine Maulers,9023
T4_2H_KNUCKLES_KEEPER@4,Adept's Ursine Maulers,9024
T4_2H_KNUCKLES_MORGANA,Adept's Ravenstrike Cestus,9070
T4_2H_KNUCKLES_MORGANA@1,Adept's Ravenstrike Cestus,9071
T4_2H_KNUCKLES_MORGANA@2,Adept's Ravenstrike Cestus,9072
T4_2H_KNUCKLES_MORGANA@3,Adept's Ravenstrike Cestus,9073
T4_2H_KNUCKLES_MORGANA@4,Adept's Ravenstrike Cestus,9074
T4_2H_KNUCKLES_SET1,Adept's Brawler Gloves,8945
T4_2H_KNUCKLES_SET1@1,Adept's Brawler Gloves,8946
T4_2H_KNUCKLES_SET1@2,Adept's Brawler Gloves,8947
T4_2H_KNUCKLES_SET1@3,Adept's Brawler Gloves,8948
T4_2H_KNUCKLES_SET1@4,Adept's Brawler Gloves,8949
T4_2H_KNUCKLES_SET2,Adept's Battle Bracers,8970
T4_2H_KNUCKLES_SET2@1,Adept's Battle Bracers,8971
T4_2H_KNUCKLES_SET2@2,Adept's Battle Bracers,8972
T4_2H_KNUCKLES_SET2@3,Adept's Battle Bracers,8973
T4_2H_KNUCKLES_SET2@4,Adept's Battle Bracers,8974
T4_2H_KNUCKLES_SET3,Adept's Spiked Gauntlets,8995
T4_2H_KNUCKLES_SET3@1,Adept's Spiked Gauntlets,8996
T4_2H_KNUCKLES_SET3@2,Adept's Spiked Gauntlets,8997
T4_2H_KNUCKLES_SET3@3,Adept's Spiked Gauntlets,8998
T4_2H_KNUCKLES_SET3@4,Adept's Spiked Gauntlets,8999
T4_2H_LONGBOW,Adept's Longbow,6107
T4_2H_LONGBOW@1,Adept's Longbow,6108
T4_2H_LONGBOW@2,Adept's Longbow,6109
T4_2H_LONGBOW@3,Adept's Longbow,6110
T4_2H_LONGBOW@4,Adept's Longbow,6111
T4_2H_LONGBOW_UNDEAD,Adept's Whispering Bow,6132
T4_2H_LONGBOW_UNDEAD@1,Adept's Whispering Bow,6133
T4_2H_LONGBOW_UNDEAD@2,Adept's Whispering Bow,6134
T4_2H_LONGBOW_UNDEAD@3,Adept's Whispering Bow,6135
T4_2H_LONGBOW_UNDEAD@4,Adept's Whispering Bow,6136
T4_2H_MACE,Adept's Heavy Mace,8769
T4_2H_MACE@1,Adept's Heavy Mace,8770
T4_2H_MACE@2,Adept's Heavy Mace,8771
T4_2H_MACE@3,Adept's Heavy Mace,8772
T4_2H_MACE@4,Adept's Heavy Mace,8773
T4_2H_MACE_MORGANA,Adept's Camlann Mace,8869
T4_2H_MACE_MORGANA@1,Adept's Camlann Mace,8870
T4_2H_MACE_MORGANA@2,Adept's Camlann Mace,8871
T4_2H_MACE_MORGANA@3,Adept's Camlann Mace,8872
T4_2H_MACE_MORGANA@4,Adept's Camlann Mace,8873
T4_2H_NATURESTAFF,Adept's Great Nature Staff,7390
